id,user,fecha,tweet,noticia,pais,miedo,ira,expectante,confianza,sorpresa,tristeza,repulsion,alegria,depresion,positivo,negativo,emociones,polaridad,palabra,emocion,puntuacion,emocion2
191,Noticias Oaxaca NVI,2020-05-07 17:00:00,"El confinamiento ante la pandemia por COVID-19 ha dejado consecuencias en ciertos sectores de la población. Según la institución de apoyo y rescate han aumentado las atenciones por intento de suicidio y las llamadas por ataques de ansiedad.

https://bit.ly/3dhSgDE",Crisis Guayaquil,Mexico,4,3,4,2,1,4,0,1,0,2,5,"['miedo', 'expectante', 'tristeza']",negativo,suicidio,tristeza,0.912,tristeza
192,Perséfone,2020-05-07 16:44:50,"Pasó mi ansiedad bebés, y recuerden NUNCA creer noticias amarillista de fuentes no confiables acerca del covid y mucho menos creerles a sus ligues de Cuarentena.",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
193,mallorcadiario.com,2020-05-07 16:34:47,#coronavirus Los jóvenes sienten más ansiedad y depresión por el Covid-19 que los grupos de riesgo https://mallorcadiario.com/los-jovenes-sienten-mas-ansiedad-y-depresion-por-el-covid-19-que-los-grupos-de-riesgo… #noticias #sociedad,Crisis Guayaquil,España,2,1,2,0,0,2,0,0,0,0,3,"['miedo', 'expectante', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
194,ASUP,2020-05-07 16:30:29,"La 
@ussipan
 brinda el Servicio Psicopedagógicoa su comunidad universitaria, quienes pueden estar sufriendo de estrés, ansiedad y depresión durante la cuarentena por el COVID-19. 
Ver más  https://pst.cr/xgsyw

#AlertaUniversitaria #LaUniversidadEsUnaSola",Crisis Guayaquil,Peru,2,1,1,0,0,2,0,0,0,1,3,"['miedo', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
195,Universidad Autónoma Metropolitana,2020-05-07 16:24:56,Una rutina bien establecida evitaría la ansiedad durante el encierro por el COVID-19  http://bit.ly/2SGuwBa,Crisis Guayaquil,Mexico,1,1,1,1,0,1,0,0,0,1,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",neutro,ansiedad,expectante,0.609,expectante
196,Jorge Alberto Pérez,2020-05-07 16:00:39,"¿Durante la contingencia por #covid_19 has tenido episodios de ansiedad, depresión o insomnio? 

Comunícate al Centro de Atención Telefónica del 
@Edomex
, ahí podrás recibir apoyo psicológico.

☏ 070 | ☏ 800 696 96 96",Crisis Guayaquil,Mexico,1,1,1,0,0,2,0,0,0,0,2,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
199,No Habrá Paz †,2020-05-07 15:43:43,"La ansiedad creada por las reacciones a Covid-19, como órdenes de quedarse en casa, cierres de negocios, exageraciones de los medios y preocupaciones sobre el virus, destruirá al menos 7 veces más años de vida que los que pueden salvarse por el encierro https://justfacts.com/news_covid-19_anxiety_lockdowns_life_destroyed_saved…",Crisis Guayaquil,España,1,1,1,0,0,1,0,0,0,1,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
200,Redacción Médica,2020-05-07 15:40:54,"En 
@larevistamedica
 Los psiquiatras escasean en España en tiempos de ansiedad por el Covid",Crisis Guayaquil,España,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
201,Poly.,2020-05-07 15:40:47,En pocas palabras a mi ansiedad: no importa cuantos casos hay ahora mismo tienes un riesgo alto de tener covid. Así que a seguir.,Crisis Guayaquil,Panama,2,2,2,0,0,1,0,0,0,0,3,"['miedo', 'ira', 'expectante']",negativo,ansiedad,miedo,0.594,miedo
203,Salva J. Luzzy (Voro Luzzy),2020-05-07 15:17:16,"Leer el estado de una amiga enfermera y caérseme el alma al suelo. Se pasa el turno en UCI en condiciones penosas, aguantando el EPI, con ansiedad por todo lo sufrido y cuando sale encuentra gente que ha perdido el respeto al COVID y se pasa las consignas por el forro de los ",Crisis Guayaquil,España,1,1,1,1,0,1,1,0,1,3,2,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza', 'repulsion', 'depresion']",positivo,ansiedad,expectante,0.609,expectante
206,Ministerio de la Mujer y Poblaciones Vulnerables,2020-05-07 15:00:01,¿Sientes preocupación y miedo por las constantes noticias sobre el Covid-19? En este video te daremos recomendaciones para aprender a manejar esta situación y afrontar una posible crisis de ansiedad en esta cuarentena. #PerúEstáEnNuestrasManos #YoMeQuedoEnCasa,Crisis Guayaquil,Peru,5,1,4,0,1,3,1,0,0,1,5,['miedo'],negativo,miedo,miedo,0.828,miedo
209,zo.he,2020-05-07 13:52:02,Os gusta os llama la atención estos resultados y estáis buscando eso un cambio físico o estáis teniendo ansiedad con esta curentena no dudéis en escribirme yo os cuento #PlanDeChoqueSocial #Covid_19 #YoMeQuedoEnCasa #WillyBarcenas #BillyElNino #QuedateEnCasa #ServiciosPublicos,Crisis Guayaquil,Ecuador,2,1,1,0,0,1,0,0,0,3,1,['miedo'],positivo,ansiedad,expectante,0.609,expectante
210,IEXP,2020-05-07 13:29:07,"Los pacientes Covid19 aislados  sufren ataques de ansiedad, no pueden atender a hijos ni dependientes. La Comunidad de Pacientes Covid19 es solución real ahora. Si conoces alguien con COVID pásale APP 
Android http://shorturl.at/lGHPR
iOs  http://shorturl.at/pswLX 
@SeparRespira",Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,real,confianza,0.641,confianza
211,IEXP,2020-05-07 13:28:47,"Los pacientes Covid19 aislados  sufren ataques de ansiedad, no pueden atender a hijos ni dependientes. La Comunidad de Pacientes Covid19 es solución real ahora. Si conoces alguien con COVID pásale APP 
Android http://shorturl.at/lGHPR
iOs  http://shorturl.at/pswLX 
@RochePacientes",Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,real,confianza,0.641,confianza
212,IEXP,2020-05-07 13:28:34,"Los pacientes Covid aislados  sufren ataques de ansiedad, no pueden atender a hijos ni dependientes. La Comunidad de Pacientes Covid19 es solución real ahora. Si conoces alguien con covid pásale APP 
Android http://shorturl.at/lGHPR
iOs  http://shorturl.at/pswLX 
@Lovexair
 @fenaer2",Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,real,confianza,0.641,confianza
213,IEXP,2020-05-07 13:27:27,"Los pacientes Covid19 aislados  sufren ataques de ansiedad, no pueden atender a hijos ni dependientes. La Comunidad de Pacientes Covid19 es solución real ahora. Si conoces alguien con COVID pásale APP 
Android http://shorturl.at/lGHPR
iOs  http://shorturl.at/pswLX 
@hemofiliamadrid",Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,real,confianza,0.641,confianza
214,IEXP,2020-05-07 13:26:49,"Los pacientes Covid19 aislados  sufren ataques de ansiedad, no pueden atender a hijos ni dependientes. La Comunidad de Pacientes Covid19 es solución real ahora. Si conoces alguien con COVID pásale la APP 
Android http://shorturl.at/lGHPR
iOs  http://shorturl.at/pswLX 
@FEDER_ONG",Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,real,confianza,0.641,confianza
215,IEXP,2020-05-07 13:26:13,"Los pacientes Covid19 aislados  sufren ataques de ansiedad, no pueden atender a hijos ni dependientes. La Comunidad de Pacientes Covid19 es solución real ahora. Si conoces alguien con COVID pásale la APP 
Android http://shorturl.at/lGHPR
iOs  http://shorturl.at/pswLX 
@NoInvisibles",Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,real,confianza,0.641,confianza
216,IEXP,2020-05-07 13:25:50,"Los pacientes Covid19 aislados  sufren ataques de ansiedad, no pueden atender a hijos ni dependientes. La Comunidad de Pacientes Covid19 es solución real ahora. Si conoces alguien con COVID pásale la APP 
Android http://shorturl.at/lGHPR
iOs  http://shorturl.at/pswLX 
@apepoc_es",Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,real,confianza,0.641,confianza
217,IEXP,2020-05-07 13:25:25,"Los pacientes Covid19 aislados  sufren ataques de ansiedad, no pueden atender a hijos ni dependientes. La Comunidad de Pacientes Covid19 es solución real ahora. Si conoces alguien con COVID pásale la APP 
Android http://shorturl.at/lGHPR
iOs  http://shorturl.at/pswLX 
@juliomayol",Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,real,confianza,0.641,confianza
218,IEXP,2020-05-07 13:25:07,"Los pacientes Covid19 aislados  sufren ataques de ansiedad, no pueden atender a hijos ni dependientes. La Comunidad de Pacientes Covid19 es solución real ahora. Si conoces alguien con COVID pásale la APP 
Android http://shorturl.at/lGHPR
iOs  http://shorturl.at/pswLX 
@ccarballo50",Crisis Guayaquil,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,real,confianza,0.641,confianza
220,VZ Medios,2020-05-07 13:00:01,"Cómo combatir la ansiedad laboral — COVID-19 http://ow.ly/kJFK30qC9t4 
.
.
#VZMedios #VanessaZabala #Marketing #Business #Venezuela",Crisis Guayaquil,Venezuela,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
221,BILLY GUTIERREZ,2020-05-07 09:52:04,"amigo 
@FJAUREGUIMOL
 es posible todo lo que estamos viviendo con el covid-19?  Aparte del TOC inculcado y necesario, el trastornos de pánico y ansiedad, son también necesarios?",Crisis Guayaquil,Peru,2,1,1,1,0,1,0,1,1,1,3,['miedo'],negativo,pánico,miedo,0.75,miedo
222,Javier,2020-05-07 09:51:41,Hoy comienzo a laboral Siento ansiedad ya que tendré que lidiar con el covid-19  y aparte empezaré un nuevo puesto. #Nervios,Crisis Guayaquil,Panama,1,1,2,0,0,1,1,0,0,0,1,['expectante'],negativo,ansiedad,miedo,0.594,miedo
223,María Milán,2020-05-07 09:42:23,"Los jóvenes sienten más ansiedad y depresión por el COVID-19 que los grupos de riesgo, según investigadores de la Facultad de Psicología de la UCM. Aunque a mí ya la franja de edad (18-24) se me queda corta (no mucho, eh), no hay duda de que mi generación está retrasándose",Crisis Guayaquil,España,3,1,2,1,0,3,0,0,0,0,4,"['miedo', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
227,Cultura Científica UCM,2020-05-07 09:07:10,Los jóvenes sienten más ansiedad y depresión por el COVID-19 que los grupos de riesgo https://bit.ly/2zYP0hZ,Crisis Guayaquil,España,2,1,2,0,0,2,0,0,0,0,3,"['miedo', 'expectante', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
232,Daiana,2020-05-07 04:49:41,"Pero mi novio está re malito ha ido a parar a urgencias u.u yo creo que tiene mucho que ver la ansiedad, tiene mucho miedo del Covid y como no tenía pega se puso a trabajar con la mamá haciendo despachos já. Se estresa mucho, se enferma y no tiene dinero...",Crisis Guayaquil,Chile,3,2,4,2,2,2,0,2,0,2,3,['expectante'],negativo,miedo,miedo,0.828,miedo
238,Monillo,2020-05-07 02:47:11,"El desempleo, la ansiedad y el hambre, podrían ser detonantes de un aumento de la inseguridad en las ciudades, acentuada por una creciente desigualdad. Un efecto colateral a tomar en cuenta una vez se vaya terminando la cuarentena #Covid_19",Crisis Guayaquil,Colombia,4,2,2,2,0,2,0,1,0,1,3,['miedo'],negativo,desigualdad,tristeza,0.641,tristeza
239,Psiquiatria en Red,2020-05-07 02:27:18,"Las redes sociales y en especial Facebook, están saturadas de noticias sobre el ""coronavirus y Covid- 19"". En su gran mayoría información alarmista y fatalista. Lo anterior aumenta en las personas su nivel de estrés, de miedo, ansiedad y angustia. No es sano para la Salud Mental.",Crisis Guayaquil,Mexico,2,1,2,1,1,2,0,2,0,4,4,"['miedo', 'expectante', 'tristeza', 'alegria']",neutro,angustia,tristeza,0.902,tristeza
241,Comando Z Oficial,2020-05-07 02:22:42,"#Covid:  El estrés por el confinamiendo social es muy probable que haya aumentado. Sin embargo, esto afecta de forma especial a quiénes sufren enfermedades como la ansiedad.

Más información aquí: http://tapd01-grupo2.ulima.pe/category/salud/  
Por: Katherin Yaranga Bustamante (
@katherinyabu02
 )",Crisis Guayaquil,Peru,1,1,1,0,0,2,0,1,0,3,3,['tristeza'],neutro,ansiedad,expectante,0.609,expectante
245,Marcela Vega,2020-05-07 01:46:14,Me dio un ataque de ansiedad porque siento que si me da COVID-19 puedo morir,Crisis Guayaquil,Colombia,2,2,1,0,0,1,0,0,0,0,2,"['miedo', 'ira']",negativo,ataque,ira,0.853,ira
249,IQM,2020-05-07 01:22:10," Hoy te traemos algunos consejos para evitar la ansiedad y el estrés en tiempos de COVID-19, acércate a familiares y amigos, haz nuevas actividades y reconecta contigo. 
 Mari Jiménez de la Red de Mujeres de Tulum te dice como 
#JuntosSaldremosAdelante
#NoEstásSola",Crisis Guayaquil,Mexico,2,1,1,0,0,1,0,1,0,1,2,['miedo'],negativo,ansiedad,miedo,0.594,miedo
253,Ro,2020-05-07 00:11:14,"Nota para ABC TV en relación a la ansiedad que provoca la situación sanitaria actual del país, COVID-19.
Recomendaciones:
Establecer horarios específicos para informarse sobre los avances o noticias nuevas… https://instagram.com/p/B_3bVw_BmQ1/?igshid=35ygp3gyutk5…",Crisis Guayaquil,Paraguay,2,1,2,0,0,2,1,0,0,0,2,"['miedo', 'expectante', 'tristeza']",negativo,situación,tristeza,0.621,tristeza
256,Mauro,2020-05-06 23:51:41,Me da un poquito de Bastante ansiedad que mi colega con 2 hijas pequeñas vea pacientes COVID.,Crisis Guayaquil,Chile,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
258,Kikemático Ben,2020-05-06 23:42:48,La calculadora de riesgo para COVID nadamás me dió un chingo de miedo y ansiedad.,Crisis Guayaquil,Mexico,3,1,3,1,1,1,0,0,0,1,3,"['miedo', 'expectante']",negativo,miedo,miedo,0.828,miedo
263,Meilyn Mong,2020-05-06 22:57:42,"Ahorita estaría con full con ansiedad de la emoción, porque mañana me estaría levantando súper temprano para ir al Galaxy Edge, pero bueno fuck covid-19!",Crisis Guayaquil,Panama,2,1,4,1,2,1,0,2,0,2,1,['expectante'],positivo,emoción,alegria,0.922,alegria
264,eme,2020-05-06 22:53:31,Esto me ha dado más ansiedad que todas las noticas que he visto del covid ,Crisis Guayaquil,Panama,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
265,NBCS Noticias,2020-05-06 20:16:14,Preocupante el incremento de ansiedad a causa del Covid-19: Centro de Desarrollo Humano UM,Crisis Guayaquil,EEUU,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
266,ReseteaTuMente -by Psicóloga Zinnia Umaña,2020-05-06 19:49:20,"Distanciamiento social=físico+psicológico. Será efectivo cuando no involucremos sentimientos y no dejemos los pensamientos “colgados” en situaciones que realmente no nos afectan personalmente. Así colaboramos a detener el contagio de miedos, ansiedad, depresiones y COVID-19.",Crisis Guayaquil,El Salvador,3,2,3,1,0,1,1,1,0,1,3,"['miedo', 'expectante']",negativo,contagio,repulsion,0.719,repulsion
268,Dario Atencio E,2020-05-06 19:36:12,"Súper explicativos los posts del 
@MINSAPma
 en referencia al manejo de la ansiedad durante la pandemia de COVID-19 #MentalHealthAwarenessMonth",Crisis Guayaquil,EEUU,2,1,1,0,0,2,0,0,0,0,2,"['miedo', 'tristeza']",negativo,pandemia,tristeza,0.75,tristeza
269,Coral Herrera Gómez,2020-05-06 19:34:26,"El mundo después del COVID-19 | Fernando Broncano: ""En tiempos de ansiedad crece el miedo a la libertad, y eso tiene enormes rendimientos políticos"" https://m.eldiario.es/_3cbe3813 vía 
@eldiarioes",Crisis Guayaquil,España,2,1,3,1,2,1,0,1,0,1,2,['expectante'],negativo,miedo,miedo,0.828,miedo
270,Tere Sifuentes,2020-05-06 19:18:47,"Si hubiera recibido la grabación del gobierno durante la noche acerca del COVID, como llamada a mi celular, si me anda dando una crisis de ansiedad #cuarentena #Miercoles #QuedateEnCasa",Crisis Guayaquil,Mexico,3,1,1,0,0,1,0,0,0,2,3,['miedo'],negativo,crisis,miedo,0.766,miedo
273,maria paz,2020-05-06 18:59:26,"@lucindariley
 
Soy de Madrid , gracias a La Novela Las Siete Hermanas estoy soportando el Confinamiento del Covid 19 ya que en todo este periodo mi padre murio el 2 de abril y gracias a la Saga estoy superando y evadiendome para sobrevivir la tristeza , la ansiedad...",Crisis Guayaquil,España,1,1,1,2,0,2,0,0,1,3,2,"['confianza', 'tristeza']",positivo,ansiedad,expectante,0.609,expectante
274,Pacientes De Corazón,2020-05-06 18:49:21,Estas son algunas recomendaciones para manejar la ansiedad durante la contingencia por #Covid_19.,Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
276,DIANA LOZANO,2020-05-06 18:15:39,Ya hay muchos más casos de covid en mi Colonia. La verdad ya me entro mucha ansiedad,Crisis Guayaquil,Mexico,1,1,1,1,0,1,0,0,0,1,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",neutro,verdad,confianza,0.844,confianza
278,peruinforma.com,2020-05-06 16:53:32,"Minsa brinda consejos para combatir el estrés, ansiedad y depresión que generan la cuarentena por el Covid-19",Crisis Guayaquil,Peru,2,1,1,0,0,2,0,0,0,0,3,"['miedo', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
279,Sergio Cejas,2020-05-06 16:50:18,"@ichocruzok
 Estaría bueno que haya información actualizada sobre el COVID en la zona por este medio para evitar los rumores que atemorizan y aumentan la ansiedad de la población local.",Crisis Guayaquil,Argentina,2,1,2,1,1,1,0,1,0,4,2,"['miedo', 'expectante']",positivo,bueno,confianza,0.617,confianza
281,Policía Vial Jalisco,2020-05-06 16:42:55,"Durante la contingencia por el COVID-19, no estás solo, estamos para apoyarte. 

Si sientes ansiedad o incertidumbre llama al 075 o al 33 2504 2020.",Crisis Guayaquil,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
285,José Miguel Solís. #Cuba,2020-05-06 16:23:08,"El aislamiento, un acto de empatías: A muchos les cuesta quedarse en casa, y aun cuando saben que el aislamiento social debido a la COVID-19 es temporal, la ansiedad y el no saber cómo vivir la cuarentena pueden provocar desequilibrios emocionales https://bit.ly/2W6wPj0",Crisis Guayaquil,Cuba,3,2,2,1,0,4,1,0,0,1,4,['tristeza'],negativo,aislamiento,tristeza,0.703,tristeza
286,𝕃𝕒𝕦 ♡,2020-05-06 16:18:04,"Tengo miedo, tengo pensamientos muy tristes ahora y me preocupa mi familia, me preocupo hasta por mí porque sufro de asma y ansiedad
Voy 2 días asi y no aguanto no saber si mi familia tiene el covid 19 o no (lo cual es muy probable que si )",Crisis Guayaquil,Peru,2,1,2,0,1,3,0,0,0,2,4,['tristeza'],negativo,miedo,miedo,0.828,miedo
287,Cáncer de Pulmón,2020-05-06 16:17:22,"¿Cómo afecta emocionalmente la #covid_19 a los #pacientes con #cáncerdepulmón? 
@Fatima_Cast
 asegura que pueden sentir ansiedad, estrés, irritabilidad, miedo al contagio o, incluso a la muerte, debido a las informaciones que van llegando de los medios de comunicación.",Crisis Guayaquil,España,5,4,5,2,2,3,3,0,0,1,7,"['miedo', 'expectante']",negativo,muerte,tristeza,0.915,tristeza
288,TeraKidsmx,2020-05-06 15:47:33,"@coursera
 casi siempre ofrece cursos gratuitos, en esta ocasión tiene uno edición especial COVID-19. Échenle un  las crisis de ansiedad van en aumento y es importante estar lo mejor preparados.
Respecto a los demás cursos la mayoría son inglés con opción a subtítulos en español",Crisis Guayaquil,Mexico,1,1,2,1,0,1,0,1,1,3,2,['expectante'],positivo,importante,confianza,0.633,confianza
